corn,other,corn_north
0.4278669086452567,0.43137455687922793,0.279641482029073
0.2385021956568507,0.2447537871901389,0.29046683765072595
0.6713131006507681,0.25589052323556233,0.36598042336807324
0.6082091902859845,0.7798771966059528,0.26121396985105405
0.1455339575096806,0.11339461219724328,0.5660732266590414
0.2628078939681147,0.18209885094476772,0.4140370141869885
0.38594247790012215,0.18203736868303447,0.29829167159538245
0.41893225842947024,0.348736582686549,0.18737426971699686
0.3805335664924991,0.37448778469040267,0.6802464795489436
0.27098167149020774,0.1425158833755817,0.30605105390512183
0.4998456314919316,0.20365660684851664,0.27205587433427336
0.5444779919986029,0.23443594366901613,0.48379022034742153
0.1930566087620413,0.24004417474251746,0.18398082715681816
0.20440334008168515,0.4267515284517533,0.1552818621554036
0.363906050273345,0.2820487363281392,0.7624862717654461
0.3529177755108145,0.5893522458834475,0.25839890448415875
0.18867694369193766,0.48384667714808166,0.23674069648220378
0.374851595645179,0.08966058988317888,0.35445208817192436
0.5352119348700516,0.2930785197684808,0.3633728238074283
0.17102834052824664,0.3860242820449657,0.09555712521275864
0.5897425458815276,0.46552057678226794,0.5860538681154838
0.33273800945661614,0.16691322909830705,0.4014652661577545
0.41099886298178107,0.7180441235129235,0.5797545557791848
0.37222353890919346,0.27590142113041377,0.24886566455883152
0.6811447410443786,0.3866932461788297,0.2971379250447299
0.2900105065766148,0.3436999283570305,0.24113153523581854
0.12463041785814513,0.30449329612817977,0.13162952715882723
0.20246740079701095,0.4091287263588965,0.3035908267545943
0.26351374986508763,0.2985716112295576,0.17288768866044468
0.5818153723076874,0.3573318530323161,0.14334301303481561
0.25739026831077894,0.3229692901518035,0.4817249821053582
0.2510240274126278,0.13410353210016984,0.11608510700923676
0.43535778077670667,0.15362608093052968,0.6226803884183202
0.3661243280312037,0.48089868671394104,0.27088716503221244
0.14914319844113288,0.46486692978507677,0.17534011753216194
0.20241545887919413,0.30195403989303954,0.4515183771775974
0.16946536609432541,0.26740415560746633,0.13313186639197858
0.23575813162539086,0.20916636337333588,0.13664351366512786
0.2569707928370033,0.20856033240914112,0.4351923319117039
0.20728078653833684,0.35303677170481773,0.3114160970341459
0.32204802617144684,0.38623797096672985,0.28181188068875146
0.40758144296640997,0.734762242284224,0.17929462560278958
0.48214375291498646,0.6611678201375709,0.27518633676281357
0.2731865129763313,0.21341013302020193,0.35192331104326535
0.27339410509209916,0.37350506689306906,0.3946537810362231
0.36850300098594346,0.5427406428462596,0.3250348415418631
0.3955056049013539,0.592714512959827,0.270968629374154
0.25891053205556785,0.3866114574720559,0.24795630873471536
0.07139001879022804,0.2372682527545671,0.3459188127472991
0.13319747953567126,0.27056012506638655,0.2260599686729263
0.11549672806609063,0.16252131973656156,0.4600764794272957
0.11943499801521626,0.5225937957159736,0.523460841607098
0.21661004461915612,0.26847866869909004,0.554593377945963
0.21687211741208573,0.1844424813722364,0.09904826025278583
0.29979808861790536,0.495414571802592,0.403775169699272
0.590118788822647,0.07729700610821623,0.1566957006314591
0.767777960304858,0.2969246537946706,0.3073825486966782
0.3086579842103452,0.3442641332425503,0.3772804254342044
0.7561695000090589,0.3243302705419831,0.33352294048967973
0.27644779132281433,0.33765747988901007,0.26361648573614566
0.19219350780610608,0.49537178682101773,0.3053541520380394
0.046678419677343194,0.09989262632817116,0.35782643366260325
0.395580781829717,0.07815112165777595,0.2200722233245532
0.25994113960451504,0.5329119692960416,0.11482672117387825
0.3032774566946281,0.23722831536509062,0.36260709371066285
0.30376005359384856,0.11331739470843347,0.18200509519515798
0.19620346136569997,0.3361397352432191,0.1199142068066002
0.28732352585337656,0.2454574458187501,0.6166834666129715
0.47655373116548516,0.5183985156194275,0.22868607928753917
0.1907027380584636,0.37709968435228997,0.5591143154756886
0.33101815946372926,0.5584382824252866,0.48991611244075134
0.4483201755397931,0.4745259257197772,0.3055854376507749
0.47240684688432977,0.16696595556772628,0.4747637701189041
0.25609982196829056,0.28609423084149604,0.26471042687605234
0.1671895445858497,0.394373659379017,0.16918837791744668
0.4027864010807775,0.5942530714098885,0.18969173633970343
