corn,other
0.279641482029073,0.43137455687922793
0.29046683765072595,0.2447537871901389
0.36598042336807324,0.25589052323556233
0.26121396985105405,0.7798771966059528
0.5660732266590414,0.11339461219724328
0.4140370141869885,0.18209885094476772
0.29829167159538245,0.18203736868303447
0.18737426971699686,0.348736582686549
0.6802464795489436,0.37448778469040267
0.30605105390512183,0.1425158833755817
0.27205587433427336,0.20365660684851664
0.48379022034742153,0.23443594366901613
0.18398082715681816,0.24004417474251746
0.1552818621554036,0.4267515284517533
0.7624862717654461,0.2820487363281392
0.25839890448415875,0.5893522458834475
0.23674069648220378,0.48384667714808166
0.35445208817192436,0.08966058988317888
0.3633728238074283,0.2930785197684808
0.09555712521275864,0.3860242820449657
0.5860538681154838,0.46552057678226794
0.4014652661577545,0.16691322909830705
0.5797545557791848,0.7180441235129235
0.24886566455883152,0.27590142113041377
0.2971379250447299,0.3866932461788297
0.24113153523581854,0.3436999283570305
0.13162952715882723,0.30449329612817977
0.3035908267545943,0.4091287263588965
0.17288768866044468,0.2985716112295576
0.14334301303481561,0.3573318530323161
0.4817249821053582,0.3229692901518035
0.11608510700923676,0.13410353210016984
0.6226803884183202,0.15362608093052968
0.27088716503221244,0.48089868671394104
0.17534011753216194,0.46486692978507677
0.4515183771775974,0.30195403989303954
0.13313186639197858,0.26740415560746633
0.13664351366512786,0.20916636337333588
0.4351923319117039,0.20856033240914112
0.3114160970341459,0.35303677170481773
0.28181188068875146,0.38623797096672985
0.17929462560278958,0.734762242284224
0.27518633676281357,0.6611678201375709
0.35192331104326535,0.21341013302020193
0.3946537810362231,0.37350506689306906
0.3250348415418631,0.5427406428462596
0.270968629374154,0.592714512959827
0.24795630873471536,0.3866114574720559
0.3459188127472991,0.2372682527545671
0.2260599686729263,0.27056012506638655
0.4600764794272957,0.16252131973656156
0.523460841607098,0.5225937957159736
0.554593377945963,0.26847866869909004
0.09904826025278583,0.1844424813722364
0.403775169699272,0.495414571802592
0.1566957006314591,0.07729700610821623
0.3073825486966782,0.2969246537946706
0.3772804254342044,0.3442641332425503
0.33352294048967973,0.3243302705419831
0.26361648573614566,0.33765747988901007
0.3053541520380394,0.49537178682101773
0.35782643366260325,0.09989262632817116
0.2200722233245532,0.07815112165777595
0.11482672117387825,0.5329119692960416
0.36260709371066285,0.23722831536509062
0.18200509519515798,0.11331739470843347
0.1199142068066002,0.3361397352432191
0.6166834666129715,0.2454574458187501
0.22868607928753917,0.5183985156194275
0.5591143154756886,0.37709968435228997
0.48991611244075134,0.5584382824252866
0.3055854376507749,0.4745259257197772
0.4747637701189041,0.16696595556772628
0.26471042687605234,0.28609423084149604
0.16918837791744668,0.394373659379017
0.18969173633970343,0.5942530714098885
0.36322727744071576,0.20031042485560968
0.09772485044346794,0.14194232432243964
0.31760042916903075,0.6143412807191934
0.46237297181086073,0.2727403665294177
0.3114915877158091,0.16519231542545137
0.20661706892017706,0.2748650278631585
0.6910236976793145,0.21870809554358103
0.3246767248503129,0.17896040884936026
0.6519955464666312,0.4261735066113255
0.2741820627358715,0.11500381425103261
0.25799394778133383,0.2135918951508004
0.27794999742214294,0.2101803996118944
0.3548183930134069,0.5646788527478245
0.32970031245432607,0.38302150650393657
0.11714889421287666,0.20384791868179758
0.17554793942009614,0.4395852234675384
0.4506623433419739,0.32036827270527446
0.20863292690492724,0.8308188513638184
0.36253335370987255,0.5925167726950312
0.31637288369478256,0.24009627345928775
0.43687380653193775,0.09383276211242027
0.32589844001152746,0.28052315636275477
0.27282528927466126,0.21170182585457922
0.5303510502358756,0.3233595533413822
0.27199942135830113,0.17800840505466378
0.3664937379207341,0.4770317378072189
0.60258521106885,0.05094876485264183
0.2173492106752723,0.33924342506369826
0.44277550600252713,0.6786900325156832
0.47963076823437567,0.12543466720094387
0.2923780664105128,0.32547196500705444
0.12034442998459145,0.1092798153992602
0.3716500317210088,0.04308793917503723
0.10013358649017023,0.28265149168026577
0.45984228299849017,0.19975312248077287
