week_ending,state_name,country_code,location_desc,begin_code,zip_5,county_ansi,state_alpha,util_practice_desc,domain_desc,asd_desc,freq_desc,prodn_practice_desc,end_code,sector_desc,short_desc,country_name,Value,reference_period_desc,CV (%),class_desc,asd_code,agg_level_desc,county_name,region_desc,watershed_desc,state_ansi,congr_district_code,domaincat_desc,state_fips_code,group_desc,watershed_code,unit_desc,source_desc,load_time,county_code,statisticcat_desc,commodity_desc,year
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,BARLEY - ACRES PLANTED,UNITED STATES,85e3,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2012-01-01 00:00:00,,AREA PLANTED,BARLEY,2007
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,CORN - ACRES PLANTED,UNITED STATES,65e4,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2012-01-01 00:00:00,,AREA PLANTED,CORN,2007
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,COTTON - ACRES PLANTED,UNITED STATES,455e3,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2012-01-01 00:00:00,,AREA PLANTED,COTTON,2007
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,OATS - ACRES PLANTED,UNITED STATES,215e3,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2012-01-01 00:00:00,,AREA PLANTED,OATS,2007
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,RICE - ACRES PLANTED,UNITED STATES,534e3,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2012-01-01 00:00:00,,AREA PLANTED,RICE,2007
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,SAFFLOWER - ACRES PLANTED,UNITED STATES,5e4,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2012-01-01 00:00:00,,AREA PLANTED,SAFFLOWER,2007
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,SORGHUM - ACRES PLANTED,UNITED STATES,39e3,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2012-01-01 00:00:00,,AREA PLANTED,SORGHUM,2007
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,SUGARBEETS - ACRES PLANTED,UNITED STATES,4e4,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2014-11-03 15:05:48,,AREA PLANTED,SUGARBEETS,2007
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,WHEAT - ACRES PLANTED,UNITED STATES,64e4,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2012-01-01 00:00:00,,AREA PLANTED,WHEAT,2007
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,"BEANS, DRY EDIBLE - ACRES PLANTED",UNITED STATES,59e3,YEAR,,DRY EDIBLE,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2014-11-03 15:05:48,,AREA PLANTED,BEANS,2007
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,FRESH MARKET,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,"VEGETABLE TOTALS, 34 MAJOR, VARIES BY SEASON, FRESH MARKET - ACRES PLANTED",UNITED STATES,793900,YEAR,,"34 MAJOR, VARIES BY SEASON",,STATE,,,,06,,NOT SPECIFIED,06,VEGETABLES,00000000,ACRES,SURVEY,2007-05-15 10:15:06,,AREA PLANTED,VEGETABLE TOTALS,2007
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,BARLEY - ACRES PLANTED,UNITED STATES,95e3,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2014-11-03 16:18:55,,AREA PLANTED,BARLEY,2008
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,CORN - ACRES PLANTED,UNITED STATES,67e4,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2015-06-03 15:08:31,,AREA PLANTED,CORN,2008
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,COTTON - ACRES PLANTED,UNITED STATES,275e3,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2014-11-03 16:18:55,,AREA PLANTED,COTTON,2008
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,OATS - ACRES PLANTED,UNITED STATES,26e4,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2014-11-03 16:18:55,,AREA PLANTED,OATS,2008
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,RICE - ACRES PLANTED,UNITED STATES,519e3,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2014-11-03 16:18:55,,AREA PLANTED,RICE,2008
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,SAFFLOWER - ACRES PLANTED,UNITED STATES,105e3,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2014-11-03 16:18:55,,AREA PLANTED,SAFFLOWER,2008
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,SORGHUM - ACRES PLANTED,UNITED STATES,47e3,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2014-11-03 16:18:55,,AREA PLANTED,SORGHUM,2008
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,SUGARBEETS - ACRES PLANTED,UNITED STATES,26e3,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2014-11-03 15:05:48,,AREA PLANTED,SUGARBEETS,2008
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,WHEAT - ACRES PLANTED,UNITED STATES,88e4,YEAR,,ALL CLASSES,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2014-11-03 16:18:55,,AREA PLANTED,WHEAT,2008
,CALIFORNIA,9000,CALIFORNIA,00,,,CA,ALL UTILIZATION PRACTICES,TOTAL,,ANNUAL,ALL PRODUCTION PRACTICES,00,CROPS,"BEANS, DRY EDIBLE - ACRES PLANTED",UNITED STATES,52e3,YEAR,,DRY EDIBLE,,STATE,,,,06,,NOT SPECIFIED,06,FIELD CROPS,00000000,ACRES,SURVEY,2014-11-03 15:05:48,,AREA PLANTED,BEANS,2008
